"","id","noi","category","category_1to5","category_5to10","category_10to15","category_15to20","category_20+","category_NA"
"261",261,"3","1to5",1,0,0,0,0,0
"262",262,"1","1to5",1,0,0,0,0,0
"263",263,"11","10to15",0,0,1,0,0,0
"264",264,"5","1to5",1,0,0,0,0,0
"265",265,"NA","NA",0,0,0,0,0,1
"266",266,"11","10to15",0,0,1,0,0,0
"267",267,"7","5to10",0,1,0,0,0,0
"268",268,"5","1to5",1,0,0,0,0,0
"269",269,"6","5to10",0,1,0,0,0,0
"270",270,"6","5to10",0,1,0,0,0,0
"271",271,"7","5to10",0,1,0,0,0,0
"272",272,"3","1to5",1,0,0,0,0,0
"273",273,"7","5to10",0,1,0,0,0,0
"274",274,"2","1to5",1,0,0,0,0,0
"275",275,"3","1to5",1,0,0,0,0,0
"276",276,"3","1to5",1,0,0,0,0,0
"277",277,"19","15to20",0,0,0,1,0,0
"278",278,"5","1to5",1,0,0,0,0,0
"279",279,"6","5to10",0,1,0,0,0,0
"280",280,"NA","NA",0,0,0,0,0,1
"281",281,"4","1to5",1,0,0,0,0,0
"282",282,"1","1to5",1,0,0,0,0,0
"283",283,"5","1to5",1,0,0,0,0,0
"284",284,"13","10to15",0,0,1,0,0,0
"285",285,"15","10to15",0,0,1,0,0,0
"286",286,"2","1to5",1,0,0,0,0,0
"287",287,"1","1to5",1,0,0,0,0,0
"288",288,"6","5to10",0,1,0,0,0,0
"289",289,"3","1to5",1,0,0,0,0,0
"290",290,"41","20+",0,0,0,0,1,0
"291",291,"4","1to5",1,0,0,0,0,0
"292",292,"14","10to15",0,0,1,0,0,0
"293",293,"11","10to15",0,0,1,0,0,0
"294",294,"15","10to15",0,0,1,0,0,0
"295",295,"4","1to5",1,0,0,0,0,0
"296",296,"NA","NA",0,0,0,0,0,1
"297",297,"NA","NA",0,0,0,0,0,1
"298",298,"2","1to5",1,0,0,0,0,0
"299",299,"10","5to10",0,1,0,0,0,0
"300",300,"18","15to20",0,0,0,1,0,0
"301",301,"20","15to20",0,0,0,1,0,0
"302",302,"1","1to5",1,0,0,0,0,0
"303",303,"3","1to5",1,0,0,0,0,0
"304",304,"1","1to5",1,0,0,0,0,0
"305",305,"1","1to5",1,0,0,0,0,0
"306",306,"NA","NA",0,0,0,0,0,1
"307",307,"11","10to15",0,0,1,0,0,0
"308",308,"6","5to10",0,1,0,0,0,0
"309",309,"1","1to5",1,0,0,0,0,0
"310",310,"1","1to5",1,0,0,0,0,0
"311",311,"6","5to10",0,1,0,0,0,0
"312",312,"2","1to5",1,0,0,0,0,0
"313",313,"10","5to10",0,1,0,0,0,0
"314",314,"1","1to5",1,0,0,0,0,0
"315",315,"4","1to5",1,0,0,0,0,0
"316",316,"18","15to20",0,0,0,1,0,0
"317",317,"8","5to10",0,1,0,0,0,0
"318",318,"5","1to5",1,0,0,0,0,0
"319",319,"7","5to10",0,1,0,0,0,0
"320",320,"NA","NA",0,0,0,0,0,1
"321",321,"7","5to10",0,1,0,0,0,0
"322",322,"8","5to10",0,1,0,0,0,0
"323",323,"13","10to15",0,0,1,0,0,0
"324",324,"7","5to10",0,1,0,0,0,0
"325",325,"5","1to5",1,0,0,0,0,0
"326",326,"2","1to5",1,0,0,0,0,0
"327",327,"7","5to10",0,1,0,0,0,0
"328",328,"11","10to15",0,0,1,0,0,0
"329",329,"9","5to10",0,1,0,0,0,0
"330",330,"2","1to5",1,0,0,0,0,0
"331",331,"19","15to20",0,0,0,1,0,0
"332",332,"11","10to15",0,0,1,0,0,0
"333",333,"9","5to10",0,1,0,0,0,0
"334",334,"NA","NA",0,0,0,0,0,1
"335",335,"7","5to10",0,1,0,0,0,0
"336",336,"9","5to10",0,1,0,0,0,0
"337",337,"12","10to15",0,0,1,0,0,0
"338",338,"2","1to5",1,0,0,0,0,0
"339",339,"22","20+",0,0,0,0,1,0
"340",340,"5","1to5",1,0,0,0,0,0
"341",341,"9","5to10",0,1,0,0,0,0
"342",342,"11","10to15",0,0,1,0,0,0
"343",343,"4","1to5",1,0,0,0,0,0
"344",344,"3","1to5",1,0,0,0,0,0
"345",345,"13","10to15",0,0,1,0,0,0
"346",346,"10","5to10",0,1,0,0,0,0
"347",347,"3","1to5",1,0,0,0,0,0
"348",348,"6","5to10",0,1,0,0,0,0
"349",349,"18","15to20",0,0,0,1,0,0
"350",350,"3","1to5",1,0,0,0,0,0
"351",351,"1","1to5",1,0,0,0,0,0
"352",352,"1","1to5",1,0,0,0,0,0
"353",353,"1","1to5",1,0,0,0,0,0
"354",354,"NA","NA",0,0,0,0,0,1
"355",355,"18","15to20",0,0,0,1,0,0
"356",356,"23","20+",0,0,0,0,1,0
"357",357,"NA","NA",0,0,0,0,0,1
"358",358,"1","1to5",1,0,0,0,0,0
"359",359,"15","10to15",0,0,1,0,0,0
"360",360,"6","5to10",0,1,0,0,0,0
"361",361,"9","5to10",0,1,0,0,0,0
"362",362,"1","1to5",1,0,0,0,0,0
"363",363,"15","10to15",0,0,1,0,0,0
"364",364,"1","1to5",1,0,0,0,0,0
"365",365,"5","1to5",1,0,0,0,0,0
"366",366,"11","10to15",0,0,1,0,0,0
"367",367,"8","5to10",0,1,0,0,0,0
"368",368,"8","5to10",0,1,0,0,0,0
"369",369,"6","5to10",0,1,0,0,0,0
"370",370,"7","5to10",0,1,0,0,0,0
"371",371,"61","20+",0,0,0,0,1,0
"372",372,"2","1to5",1,0,0,0,0,0
"373",373,"2","1to5",1,0,0,0,0,0
"374",374,"32","20+",0,0,0,0,1,0
"375",375,"2","1to5",1,0,0,0,0,0
"376",376,"NA","NA",0,0,0,0,0,1
"377",377,"7","5to10",0,1,0,0,0,0
"378",378,"2","1to5",1,0,0,0,0,0
"379",379,"2","1to5",1,0,0,0,0,0
"380",380,"2","1to5",1,0,0,0,0,0
"381",381,"7","5to10",0,1,0,0,0,0
"382",382,"2","1to5",1,0,0,0,0,0
"383",383,"NA","NA",0,0,0,0,0,1
"384",384,"5","1to5",1,0,0,0,0,0
"385",385,"5","1to5",1,0,0,0,0,0
"386",386,"NA","NA",0,0,0,0,0,1
"387",387,"8","5to10",0,1,0,0,0,0
"388",388,"13","10to15",0,0,1,0,0,0
"389",389,"4","1to5",1,0,0,0,0,0
"390",390,"12","10to15",0,0,1,0,0,0
"391",391,"2","1to5",1,0,0,0,0,0
"392",392,"3","1to5",1,0,0,0,0,0
"393",393,"9","5to10",0,1,0,0,0,0
"394",394,"NA","NA",0,0,0,0,0,1
"395",395,"4","1to5",1,0,0,0,0,0
"396",396,"2","1to5",1,0,0,0,0,0
"397",397,"4","1to5",1,0,0,0,0,0
"398",398,"6","5to10",0,1,0,0,0,0
"399",399,"14","10to15",0,0,1,0,0,0
"400",400,"15","10to15",0,0,1,0,0,0
"401",401,"14","10to15",0,0,1,0,0,0
"402",402,"14","10to15",0,0,1,0,0,0
"403",403,"1","1to5",1,0,0,0,0,0
"404",404,"3","1to5",1,0,0,0,0,0
"405",405,"3","1to5",1,0,0,0,0,0
"406",406,"NA","NA",0,0,0,0,0,1
"407",407,"13","10to15",0,0,1,0,0,0
"408",408,"4","1to5",1,0,0,0,0,0
"409",409,"5","1to5",1,0,0,0,0,0
"410",410,"26","20+",0,0,0,0,1,0
"411",411,"4","1to5",1,0,0,0,0,0
"412",412,"4","1to5",1,0,0,0,0,0
"413",413,"4","1to5",1,0,0,0,0,0
"414",414,"9","5to10",0,1,0,0,0,0
"415",415,"NA","NA",0,0,0,0,0,1
"416",416,"13","10to15",0,0,1,0,0,0
"417",417,"2","1to5",1,0,0,0,0,0
"418",418,"1","1to5",1,0,0,0,0,0
"419",419,"1","1to5",1,0,0,0,0,0
"420",420,"1","1to5",1,0,0,0,0,0
"421",421,"3","1to5",1,0,0,0,0,0
"422",422,"7","5to10",0,1,0,0,0,0
"423",423,"NA","NA",0,0,0,0,0,1
"424",424,"1","1to5",1,0,0,0,0,0
"425",425,"11","10to15",0,0,1,0,0,0
"426",426,"NA","NA",0,0,0,0,0,1
"427",427,"5","1to5",1,0,0,0,0,0
"428",428,"12","10to15",0,0,1,0,0,0
"429",429,"5","1to5",1,0,0,0,0,0
"430",430,"14","10to15",0,0,1,0,0,0
"431",431,"4","1to5",1,0,0,0,0,0
"432",432,"1","1to5",1,0,0,0,0,0
"433",433,"NA","NA",0,0,0,0,0,1
"434",434,"2","1to5",1,0,0,0,0,0
"435",435,"9","5to10",0,1,0,0,0,0
"436",436,"21","20+",0,0,0,0,1,0
"437",437,"11","10to15",0,0,1,0,0,0
"438",438,"7","5to10",0,1,0,0,0,0
"439",439,"3","1to5",1,0,0,0,0,0
"440",440,"9","5to10",0,1,0,0,0,0
"441",441,"3","1to5",1,0,0,0,0,0
"442",442,"13","10to15",0,0,1,0,0,0
"443",443,"1","1to5",1,0,0,0,0,0
"444",444,"2","1to5",1,0,0,0,0,0
"445",445,"2","1to5",1,0,0,0,0,0
"446",446,"7","5to10",0,1,0,0,0,0
"447",447,"2","1to5",1,0,0,0,0,0
"448",448,"15","10to15",0,0,1,0,0,0
"449",449,"22","20+",0,0,0,0,1,0
"450",450,"4","1to5",1,0,0,0,0,0
"451",451,"4","1to5",1,0,0,0,0,0
"452",452,"11","10to15",0,0,1,0,0,0
"453",453,"9","5to10",0,1,0,0,0,0
"454",454,"4","1to5",1,0,0,0,0,0
"455",455,"1","1to5",1,0,0,0,0,0
"456",456,"11","10to15",0,0,1,0,0,0
"457",457,"5","1to5",1,0,0,0,0,0
"458",458,"19","15to20",0,0,0,1,0,0
"459",459,"15","10to15",0,0,1,0,0,0
"460",460,"11","10to15",0,0,1,0,0,0
"461",461,"3","1to5",1,0,0,0,0,0
"462",462,"2","1to5",1,0,0,0,0,0
"463",463,"11","10to15",0,0,1,0,0,0
"464",464,"4","1to5",1,0,0,0,0,0
"465",465,"17","15to20",0,0,0,1,0,0
"466",466,"5","1to5",1,0,0,0,0,0
"467",467,"9","5to10",0,1,0,0,0,0
"468",468,"13","10to15",0,0,1,0,0,0
"469",469,"2","1to5",1,0,0,0,0,0
"470",470,"1","1to5",1,0,0,0,0,0
"471",471,"2","1to5",1,0,0,0,0,0
"472",472,"5","1to5",1,0,0,0,0,0
"473",473,"1","1to5",1,0,0,0,0,0
"474",474,"NA","NA",0,0,0,0,0,1
"475",475,"4","1to5",1,0,0,0,0,0
"476",476,"8","5to10",0,1,0,0,0,0
"477",477,"4","1to5",1,0,0,0,0,0
"478",478,"11","10to15",0,0,1,0,0,0
"479",479,"1","1to5",1,0,0,0,0,0
"480",480,"3","1to5",1,0,0,0,0,0
"481",481,"4","1to5",1,0,0,0,0,0
"482",482,"10","5to10",0,1,0,0,0,0
"483",483,"NA","NA",0,0,0,0,0,1
"484",484,"13","10to15",0,0,1,0,0,0
"485",485,"2","1to5",1,0,0,0,0,0
"486",486,"7","5to10",0,1,0,0,0,0
"487",487,"1","1to5",1,0,0,0,0,0
"488",488,"3","1to5",1,0,0,0,0,0
"489",489,"2","1to5",1,0,0,0,0,0
"490",490,"NA","NA",0,0,0,0,0,1
"491",491,"3","1to5",1,0,0,0,0,0
"492",492,"13","10to15",0,0,1,0,0,0
"493",493,"3","1to5",1,0,0,0,0,0
"494",494,"5","1to5",1,0,0,0,0,0
"495",495,"10","5to10",0,1,0,0,0,0
"496",496,"6","5to10",0,1,0,0,0,0
"497",497,"11","10to15",0,0,1,0,0,0
"498",498,"22","20+",0,0,0,0,1,0
"499",499,"2","1to5",1,0,0,0,0,0
"500",500,"10","5to10",0,1,0,0,0,0
"501",501,"5","1to5",1,0,0,0,0,0
"502",502,"12","10to15",0,0,1,0,0,0
"503",503,"9","5to10",0,1,0,0,0,0
"504",504,"11","10to15",0,0,1,0,0,0
"505",505,"NA","NA",0,0,0,0,0,1
"506",506,"2","1to5",1,0,0,0,0,0
"507",507,"10","5to10",0,1,0,0,0,0
"508",508,"4","1to5",1,0,0,0,0,0
"509",509,"1","1to5",1,0,0,0,0,0
"510",510,"3","1to5",1,0,0,0,0,0
"511",511,"2","1to5",1,0,0,0,0,0
"512",512,"13","10to15",0,0,1,0,0,0
"513",513,"8","5to10",0,1,0,0,0,0
"514",514,"1","1to5",1,0,0,0,0,0
"515",515,"2","1to5",1,0,0,0,0,0
"516",516,"26","20+",0,0,0,0,1,0
"517",517,"8","5to10",0,1,0,0,0,0
"518",518,"2","1to5",1,0,0,0,0,0
"519",519,"NA","NA",0,0,0,0,0,1
"520",520,"19","15to20",0,0,0,1,0,0
"521",521,"2","1to5",1,0,0,0,0,0
"522",522,"3","1to5",1,0,0,0,0,0
"523",523,"18","15to20",0,0,0,1,0,0
"524",524,"2","1to5",1,0,0,0,0,0
"525",525,"16","15to20",0,0,0,1,0,0
"526",526,"5","1to5",1,0,0,0,0,0
"527",527,"5","1to5",1,0,0,0,0,0
"528",528,"2","1to5",1,0,0,0,0,0
"529",529,"2","1to5",1,0,0,0,0,0
"530",530,"5","1to5",1,0,0,0,0,0
"531",531,"3","1to5",1,0,0,0,0,0
"532",532,"3","1to5",1,0,0,0,0,0
"533",533,"8","5to10",0,1,0,0,0,0
"534",534,"2","1to5",1,0,0,0,0,0
"535",535,"2","1to5",1,0,0,0,0,0
"536",536,"3","1to5",1,0,0,0,0,0
"537",537,"NA","NA",0,0,0,0,0,1
"538",538,"1","1to5",1,0,0,0,0,0
"539",539,"3","1to5",1,0,0,0,0,0
"540",540,"7","5to10",0,1,0,0,0,0
"541",541,"7","5to10",0,1,0,0,0,0
"542",542,"3","1to5",1,0,0,0,0,0
"543",543,"6","5to10",0,1,0,0,0,0
"544",544,"1","1to5",1,0,0,0,0,0
"545",545,"NA","NA",0,0,0,0,0,1
"546",546,"11","10to15",0,0,1,0,0,0
"547",547,"3","1to5",1,0,0,0,0,0
"548",548,"5","1to5",1,0,0,0,0,0
"549",549,"4","1to5",1,0,0,0,0,0
"550",550,"9","5to10",0,1,0,0,0,0
"551",551,"24","20+",0,0,0,0,1,0
"552",552,"3","1to5",1,0,0,0,0,0
"553",553,"NA","NA",0,0,0,0,0,1
"554",554,"1","1to5",1,0,0,0,0,0
"555",555,"1","1to5",1,0,0,0,0,0
"556",556,"11","10to15",0,0,1,0,0,0
"557",557,"2","1to5",1,0,0,0,0,0
"558",558,"4","1to5",1,0,0,0,0,0
"559",559,"5","1to5",1,0,0,0,0,0
"560",560,"4","1to5",1,0,0,0,0,0
"561",561,"4","1to5",1,0,0,0,0,0
"562",562,"3","1to5",1,0,0,0,0,0
"563",563,"11","10to15",0,0,1,0,0,0
"564",564,"2","1to5",1,0,0,0,0,0
"565",565,"3","1to5",1,0,0,0,0,0
"566",566,"4","1to5",1,0,0,0,0,0
"567",567,"8","5to10",0,1,0,0,0,0
"568",568,"5","1to5",1,0,0,0,0,0
"569",569,"NA","NA",0,0,0,0,0,1
"570",570,"2","1to5",1,0,0,0,0,0
"571",571,"3","1to5",1,0,0,0,0,0
"572",572,"NA","NA",0,0,0,0,0,1
"573",573,"15","10to15",0,0,1,0,0,0
"574",574,"7","5to10",0,1,0,0,0,0
"575",575,"1","1to5",1,0,0,0,0,0
"576",576,"4","1to5",1,0,0,0,0,0
"577",577,"3","1to5",1,0,0,0,0,0
"578",578,"1","1to5",1,0,0,0,0,0
"579",579,"1","1to5",1,0,0,0,0,0
"580",580,"2","1to5",1,0,0,0,0,0
"581",581,"1","1to5",1,0,0,0,0,0
"582",582,"4","1to5",1,0,0,0,0,0
"583",583,"3","1to5",1,0,0,0,0,0
"584",584,"2","1to5",1,0,0,0,0,0
"585",585,"4","1to5",1,0,0,0,0,0
"586",586,"9","5to10",0,1,0,0,0,0
"587",587,"3","1to5",1,0,0,0,0,0
"588",588,"4","1to5",1,0,0,0,0,0
"589",589,"3","1to5",1,0,0,0,0,0
"590",590,"NA","NA",0,0,0,0,0,1
"591",591,"8","5to10",0,1,0,0,0,0
"592",592,"5","1to5",1,0,0,0,0,0
"593",593,"NA","NA",0,0,0,0,0,1
"594",594,"2","1to5",1,0,0,0,0,0
"595",595,"15","10to15",0,0,1,0,0,0
"596",596,"2","1to5",1,0,0,0,0,0
"597",597,"2","1to5",1,0,0,0,0,0
"598",598,"11","10to15",0,0,1,0,0,0
"599",599,"10","5to10",0,1,0,0,0,0
"600",600,"3","1to5",1,0,0,0,0,0
"601",601,"5","1to5",1,0,0,0,0,0
"602",602,"5","1to5",1,0,0,0,0,0
"603",603,"8","5to10",0,1,0,0,0,0
"604",604,"20","15to20",0,0,0,1,0,0
"605",605,"13","10to15",0,0,1,0,0,0
"606",606,"15","10to15",0,0,1,0,0,0
"607",607,"NA","NA",0,0,0,0,0,1
"608",608,"1","1to5",1,0,0,0,0,0
"609",609,"1","1to5",1,0,0,0,0,0
"610",610,"19","15to20",0,0,0,1,0,0
"611",611,"10","5to10",0,1,0,0,0,0
"612",612,"NA","NA",0,0,0,0,0,1
"613",613,"9","5to10",0,1,0,0,0,0
"614",614,"9","5to10",0,1,0,0,0,0
"615",615,"4","1to5",1,0,0,0,0,0
"616",616,"11","10to15",0,0,1,0,0,0
"617",617,"12","10to15",0,0,1,0,0,0
"618",618,"1","1to5",1,0,0,0,0,0
"619",619,"NA","NA",0,0,0,0,0,1
"620",620,"8","5to10",0,1,0,0,0,0
"621",621,"6","5to10",0,1,0,0,0,0
"622",622,"1","1to5",1,0,0,0,0,0
"623",623,"7","5to10",0,1,0,0,0,0
"624",624,"20","15to20",0,0,0,1,0,0
"625",625,"3","1to5",1,0,0,0,0,0
"626",626,"4","1to5",1,0,0,0,0,0
"627",627,"2","1to5",1,0,0,0,0,0
"628",628,"2","1to5",1,0,0,0,0,0
"629",629,"13","10to15",0,0,1,0,0,0
"630",630,"1","1to5",1,0,0,0,0,0
"631",631,"3","1to5",1,0,0,0,0,0
"632",632,"4","1to5",1,0,0,0,0,0
"633",633,"3","1to5",1,0,0,0,0,0
"634",634,"1","1to5",1,0,0,0,0,0
"635",635,"12","10to15",0,0,1,0,0,0
"636",636,"4","1to5",1,0,0,0,0,0
"637",637,"4","1to5",1,0,0,0,0,0
"638",638,"3","1to5",1,0,0,0,0,0
"639",639,"6","5to10",0,1,0,0,0,0
"640",640,"2","1to5",1,0,0,0,0,0
"641",641,"3","1to5",1,0,0,0,0,0
"642",642,"2","1to5",1,0,0,0,0,0
"643",643,"3","1to5",1,0,0,0,0,0
"644",644,"8","5to10",0,1,0,0,0,0
"645",645,"1","1to5",1,0,0,0,0,0
"646",646,"2","1to5",1,0,0,0,0,0
"647",647,"7","5to10",0,1,0,0,0,0
"648",648,"6","5to10",0,1,0,0,0,0
"649",649,"13","10to15",0,0,1,0,0,0
"650",650,"6","5to10",0,1,0,0,0,0
"651",651,"NA","NA",0,0,0,0,0,1
"652",652,"1","1to5",1,0,0,0,0,0
"653",653,"NA","NA",0,0,0,0,0,1
"654",654,"1","1to5",1,0,0,0,0,0
"655",655,"7","5to10",0,1,0,0,0,0
"656",656,"1","1to5",1,0,0,0,0,0
"657",657,"4","1to5",1,0,0,0,0,0
"658",658,"7","5to10",0,1,0,0,0,0
"659",659,"2","1to5",1,0,0,0,0,0
"660",660,"5","1to5",1,0,0,0,0,0
"661",661,"5","1to5",1,0,0,0,0,0
"662",662,"5","1to5",1,0,0,0,0,0
"663",663,"2","1to5",1,0,0,0,0,0
"664",664,"1","1to5",1,0,0,0,0,0
"665",665,"13","10to15",0,0,1,0,0,0
"666",666,"16","15to20",0,0,0,1,0,0
"667",667,"4","1to5",1,0,0,0,0,0
"668",668,"8","5to10",0,1,0,0,0,0
"669",669,"2","1to5",1,0,0,0,0,0
"670",670,"4","1to5",1,0,0,0,0,0
"671",671,"5","1to5",1,0,0,0,0,0
"672",672,"3","1to5",1,0,0,0,0,0
"673",673,"6","5to10",0,1,0,0,0,0
"674",674,"3","1to5",1,0,0,0,0,0
"675",675,"16","15to20",0,0,0,1,0,0
"676",676,"NA","NA",0,0,0,0,0,1
"677",677,"25","20+",0,0,0,0,1,0
"678",678,"8","5to10",0,1,0,0,0,0
"679",679,"4","1to5",1,0,0,0,0,0
"680",680,"5","1to5",1,0,0,0,0,0
"681",681,"6","5to10",0,1,0,0,0,0
"682",682,"6","5to10",0,1,0,0,0,0
"683",683,"21","20+",0,0,0,0,1,0
"684",684,"NA","NA",0,0,0,0,0,1
"685",685,"9","5to10",0,1,0,0,0,0
"686",686,"20","15to20",0,0,0,1,0,0
"687",687,"7","5to10",0,1,0,0,0,0
"688",688,"1","1to5",1,0,0,0,0,0
"689",689,"6","5to10",0,1,0,0,0,0
"690",690,"NA","NA",0,0,0,0,0,1
"691",691,"3","1to5",1,0,0,0,0,0
"692",692,"1","1to5",1,0,0,0,0,0
"693",693,"2","1to5",1,0,0,0,0,0
"694",694,"5","1to5",1,0,0,0,0,0
"695",695,"1","1to5",1,0,0,0,0,0
"696",696,"14","10to15",0,0,1,0,0,0
"697",697,"2","1to5",1,0,0,0,0,0
"698",698,"1","1to5",1,0,0,0,0,0
"699",699,"1","1to5",1,0,0,0,0,0
"700",700,"3","1to5",1,0,0,0,0,0
"701",701,"1","1to5",1,0,0,0,0,0
"702",702,"2","1to5",1,0,0,0,0,0
"703",703,"1","1to5",1,0,0,0,0,0
"704",704,"1","1to5",1,0,0,0,0,0
"705",705,"7","5to10",0,1,0,0,0,0
"706",706,"10","5to10",0,1,0,0,0,0
"707",707,"5","1to5",1,0,0,0,0,0
"708",708,"NA","NA",0,0,0,0,0,1
"709",709,"4","1to5",1,0,0,0,0,0
"710",710,"2","1to5",1,0,0,0,0,0
"711",711,"7","5to10",0,1,0,0,0,0
"712",712,"15","10to15",0,0,1,0,0,0
"713",713,"1","1to5",1,0,0,0,0,0
"714",714,"2","1to5",1,0,0,0,0,0
"715",715,"14","10to15",0,0,1,0,0,0
"716",716,"8","5to10",0,1,0,0,0,0
"717",717,"10","5to10",0,1,0,0,0,0
"718",718,"3","1to5",1,0,0,0,0,0
"719",719,"6","5to10",0,1,0,0,0,0
"720",720,"3","1to5",1,0,0,0,0,0
"721",721,"10","5to10",0,1,0,0,0,0
"722",722,"7","5to10",0,1,0,0,0,0
"723",723,"9","5to10",0,1,0,0,0,0
"724",724,"2","1to5",1,0,0,0,0,0
"725",725,"2","1to5",1,0,0,0,0,0
"726",726,"2","1to5",1,0,0,0,0,0
"727",727,"NA","NA",0,0,0,0,0,1
"728",728,"3","1to5",1,0,0,0,0,0
"729",729,"5","1to5",1,0,0,0,0,0
"730",730,"7","5to10",0,1,0,0,0,0
"731",731,"3","1to5",1,0,0,0,0,0
"732",732,"10","5to10",0,1,0,0,0,0
"733",733,"NA","NA",0,0,0,0,0,1
"734",734,"3","1to5",1,0,0,0,0,0
"735",735,"NA","NA",0,0,0,0,0,1
"736",736,"2","1to5",1,0,0,0,0,0
"737",737,"2","1to5",1,0,0,0,0,0
"738",738,"5","1to5",1,0,0,0,0,0
"739",739,"3","1to5",1,0,0,0,0,0
"740",740,"10","5to10",0,1,0,0,0,0
"741",741,"3","1to5",1,0,0,0,0,0
"742",742,"2","1to5",1,0,0,0,0,0
"743",743,"NA","NA",0,0,0,0,0,1
"744",744,"NA","NA",0,0,0,0,0,1
"745",745,"2","1to5",1,0,0,0,0,0
"746",746,"NA","NA",0,0,0,0,0,1
"747",747,"5","1to5",1,0,0,0,0,0
"748",748,"NA","NA",0,0,0,0,0,1
"749",749,"7","5to10",0,1,0,0,0,0
"750",750,"2","1to5",1,0,0,0,0,0
"751",751,"3","1to5",1,0,0,0,0,0
"752",752,"4","1to5",1,0,0,0,0,0
"753",753,"NA","NA",0,0,0,0,0,1
"754",754,"8","5to10",0,1,0,0,0,0
"755",755,"4","1to5",1,0,0,0,0,0
"756",756,"NA","NA",0,0,0,0,0,1
"757",757,"4","1to5",1,0,0,0,0,0
"758",758,"6","5to10",0,1,0,0,0,0
"759",759,"7","5to10",0,1,0,0,0,0
"760",760,"10","5to10",0,1,0,0,0,0
"761",761,"3","1to5",1,0,0,0,0,0
"762",762,"2","1to5",1,0,0,0,0,0
"763",763,"1","1to5",1,0,0,0,0,0
"764",764,"1","1to5",1,0,0,0,0,0
"765",765,"7","5to10",0,1,0,0,0,0
"766",766,"NA","NA",0,0,0,0,0,1
"767",767,"1","1to5",1,0,0,0,0,0
"768",768,"1","1to5",1,0,0,0,0,0
"769",769,"1","1to5",1,0,0,0,0,0
"770",770,"1","1to5",1,0,0,0,0,0
"771",771,"4","1to5",1,0,0,0,0,0
"772",772,"11","10to15",0,0,1,0,0,0
"773",773,"1","1to5",1,0,0,0,0,0
"774",774,"1","1to5",1,0,0,0,0,0
"775",775,"5","1to5",1,0,0,0,0,0
"776",776,"9","5to10",0,1,0,0,0,0
"777",777,"4","1to5",1,0,0,0,0,0
"778",778,"5","1to5",1,0,0,0,0,0
"779",779,"3","1to5",1,0,0,0,0,0
"780",780,"11","10to15",0,0,1,0,0,0
"781",781,"12","10to15",0,0,1,0,0,0
"782",782,"1","1to5",1,0,0,0,0,0
"783",783,"5","1to5",1,0,0,0,0,0
"784",784,"1","1to5",1,0,0,0,0,0
"785",785,"1","1to5",1,0,0,0,0,0
"786",786,"4","1to5",1,0,0,0,0,0
"787",787,"1","1to5",1,0,0,0,0,0
"788",788,"3","1to5",1,0,0,0,0,0
"789",789,"5","1to5",1,0,0,0,0,0
"790",790,"2","1to5",1,0,0,0,0,0
"791",791,"3","1to5",1,0,0,0,0,0
"792",792,"4","1to5",1,0,0,0,0,0
"793",793,"1","1to5",1,0,0,0,0,0
"794",794,"9","5to10",0,1,0,0,0,0
"795",795,"4","1to5",1,0,0,0,0,0
"796",796,"1","1to5",1,0,0,0,0,0
"797",797,"5","1to5",1,0,0,0,0,0
"798",798,"1","1to5",1,0,0,0,0,0
"799",799,"2","1to5",1,0,0,0,0,0
"800",800,"4","1to5",1,0,0,0,0,0
"801",801,"11","10to15",0,0,1,0,0,0
"802",802,"6","5to10",0,1,0,0,0,0
"803",803,"NA","NA",0,0,0,0,0,1
"804",804,"2","1to5",1,0,0,0,0,0
"805",805,"5","1to5",1,0,0,0,0,0
"806",806,"8","5to10",0,1,0,0,0,0
"807",807,"NA","NA",0,0,0,0,0,1
"808",808,"NA","NA",0,0,0,0,0,1
"809",809,"11","10to15",0,0,1,0,0,0
"810",810,"5","1to5",1,0,0,0,0,0
"811",811,"9","5to10",0,1,0,0,0,0
"812",812,"6","5to10",0,1,0,0,0,0
"813",813,"2","1to5",1,0,0,0,0,0
"814",814,"1","1to5",1,0,0,0,0,0
"815",815,"12","10to15",0,0,1,0,0,0
"816",816,"9","5to10",0,1,0,0,0,0
"817",817,"6","5to10",0,1,0,0,0,0
"818",818,"3","1to5",1,0,0,0,0,0
"819",819,"8","5to10",0,1,0,0,0,0
"820",820,"7","5to10",0,1,0,0,0,0
"821",821,"2","1to5",1,0,0,0,0,0
"822",822,"NA","NA",0,0,0,0,0,1
"823",823,"NA","NA",0,0,0,0,0,1
"824",824,"1","1to5",1,0,0,0,0,0
"825",825,"3","1to5",1,0,0,0,0,0
"826",826,"2","1to5",1,0,0,0,0,0
"827",827,"3","1to5",1,0,0,0,0,0
"828",828,"6","5to10",0,1,0,0,0,0
"829",829,"4","1to5",1,0,0,0,0,0
"830",830,"7","5to10",0,1,0,0,0,0
"831",831,"NA","NA",0,0,0,0,0,1
"832",832,"1","1to5",1,0,0,0,0,0
"833",833,"9","5to10",0,1,0,0,0,0
"834",834,"5","1to5",1,0,0,0,0,0
"835",835,"4","1to5",1,0,0,0,0,0
"836",836,"2","1to5",1,0,0,0,0,0
"837",837,"1","1to5",1,0,0,0,0,0
"838",838,"6","5to10",0,1,0,0,0,0
"839",839,"6","5to10",0,1,0,0,0,0
"840",840,"16","15to20",0,0,0,1,0,0
"841",841,"5","1to5",1,0,0,0,0,0
"842",842,"1","1to5",1,0,0,0,0,0
