"","id","noi","category","category_1to5","category_5to10","category_10to15","category_15to20","category_20+","category_NA"
"1392",1392,"2","1to5",1,0,0,0,0,0
"1393",1393,"NA","NA",0,0,0,0,0,1
"1394",1394,"2","1to5",1,0,0,0,0,0
"1395",1395,"NA","NA",0,0,0,0,0,1
"1396",1396,"NA","NA",0,0,0,0,0,1
"1397",1397,"1","1to5",1,0,0,0,0,0
"1398",1398,"2","1to5",1,0,0,0,0,0
"1399",1399,"3","1to5",1,0,0,0,0,0
"1400",1400,"9","5to10",0,1,0,0,0,0
"1401",1401,"NA","NA",0,0,0,0,0,1
"1402",1402,"1","1to5",1,0,0,0,0,0
"1403",1403,"4","1to5",1,0,0,0,0,0
"1404",1404,"1","1to5",1,0,0,0,0,0
"1405",1405,"1","1to5",1,0,0,0,0,0
"1406",1406,"NA","NA",0,0,0,0,0,1
"1407",1407,"1","1to5",1,0,0,0,0,0
"1408",1408,"NA","NA",0,0,0,0,0,1
"1409",1409,"2","1to5",1,0,0,0,0,0
"1410",1410,"NA","NA",0,0,0,0,0,1
"1411",1411,"NA","NA",0,0,0,0,0,1
"1412",1412,"5","1to5",1,0,0,0,0,0
"1413",1413,"9","5to10",0,1,0,0,0,0
"1414",1414,"1","1to5",1,0,0,0,0,0
"1415",1415,"1","1to5",1,0,0,0,0,0
"1416",1416,"NA","NA",0,0,0,0,0,1
"1417",1417,"1","1to5",1,0,0,0,0,0
"1418",1418,"NA","NA",0,0,0,0,0,1
"1419",1419,"NA","NA",0,0,0,0,0,1
"1420",1420,"1","1to5",1,0,0,0,0,0
"1421",1421,"NA","NA",0,0,0,0,0,1
"1422",1422,"1","1to5",1,0,0,0,0,0
"1423",1423,"NA","NA",0,0,0,0,0,1
"1424",1424,"1","1to5",1,0,0,0,0,0
"1425",1425,"NA","NA",0,0,0,0,0,1
"1426",1426,"4","1to5",1,0,0,0,0,0
"1427",1427,"NA","NA",0,0,0,0,0,1
"1428",1428,"NA","NA",0,0,0,0,0,1
"1429",1429,"NA","NA",0,0,0,0,0,1
"1430",1430,"2","1to5",1,0,0,0,0,0
"1431",1431,"NA","NA",0,0,0,0,0,1
"1432",1432,"NA","NA",0,0,0,0,0,1
"1433",1433,"NA","NA",0,0,0,0,0,1
"1434",1434,"2","1to5",1,0,0,0,0,0
"1435",1435,"2","1to5",1,0,0,0,0,0
"1436",1436,"3","1to5",1,0,0,0,0,0
"1437",1437,"5","1to5",1,0,0,0,0,0
"1438",1438,"3","1to5",1,0,0,0,0,0
"1439",1439,"1","1to5",1,0,0,0,0,0
"1440",1440,"3","1to5",1,0,0,0,0,0
"1441",1441,"6","5to10",0,1,0,0,0,0
"1442",1442,"9","5to10",0,1,0,0,0,0
"1443",1443,"1","1to5",1,0,0,0,0,0
"1444",1444,"3","1to5",1,0,0,0,0,0
"1445",1445,"3","1to5",1,0,0,0,0,0
"1446",1446,"NA","NA",0,0,0,0,0,1
"1447",1447,"NA","NA",0,0,0,0,0,1
"1448",1448,"2","1to5",1,0,0,0,0,0
"1449",1449,"NA","NA",0,0,0,0,0,1
"1450",1450,"1","1to5",1,0,0,0,0,0
"1451",1451,"NA","NA",0,0,0,0,0,1
"1452",1452,"7","5to10",0,1,0,0,0,0
"1453",1453,"NA","NA",0,0,0,0,0,1
"1454",1454,"NA","NA",0,0,0,0,0,1
"1455",1455,"1","1to5",1,0,0,0,0,0
"1456",1456,"1","1to5",1,0,0,0,0,0
"1457",1457,"2","1to5",1,0,0,0,0,0
"1458",1458,"NA","NA",0,0,0,0,0,1
"1459",1459,"2","1to5",1,0,0,0,0,0
"1460",1460,"4","1to5",1,0,0,0,0,0
"1461",1461,"NA","NA",0,0,0,0,0,1
"1462",1462,"10","5to10",0,1,0,0,0,0
"1463",1463,"NA","NA",0,0,0,0,0,1
"1464",1464,"1","1to5",1,0,0,0,0,0
"1465",1465,"1","1to5",1,0,0,0,0,0
"1466",1466,"NA","NA",0,0,0,0,0,1
"1467",1467,"1","1to5",1,0,0,0,0,0
"1468",1468,"NA","NA",0,0,0,0,0,1
"1469",1469,"2","1to5",1,0,0,0,0,0
"1470",1470,"8","5to10",0,1,0,0,0,0
"1471",1471,"NA","NA",0,0,0,0,0,1
"1472",1472,"NA","NA",0,0,0,0,0,1
"1473",1473,"3","1to5",1,0,0,0,0,0
"1474",1474,"1","1to5",1,0,0,0,0,0
"1475",1475,"2","1to5",1,0,0,0,0,0
"1476",1476,"1","1to5",1,0,0,0,0,0
"1477",1477,"NA","NA",0,0,0,0,0,1
"1478",1478,"NA","NA",0,0,0,0,0,1
"1479",1479,"8","5to10",0,1,0,0,0,0
"1480",1480,"1","1to5",1,0,0,0,0,0
"1481",1481,"5","1to5",1,0,0,0,0,0
"1482",1482,"1","1to5",1,0,0,0,0,0
"1483",1483,"1","1to5",1,0,0,0,0,0
"1484",1484,"NA","NA",0,0,0,0,0,1
"1485",1485,"NA","NA",0,0,0,0,0,1
"1486",1486,"1","1to5",1,0,0,0,0,0
"1487",1487,"1","1to5",1,0,0,0,0,0
"1488",1488,"3","1to5",1,0,0,0,0,0
"1489",1489,"7","5to10",0,1,0,0,0,0
"1490",1490,"5","1to5",1,0,0,0,0,0
"1491",1491,"4","1to5",1,0,0,0,0,0
"1492",1492,"19","15to20",0,0,0,1,0,0
"1493",1493,"5","1to5",1,0,0,0,0,0
"1494",1494,"2","1to5",1,0,0,0,0,0
"1495",1495,"NA","NA",0,0,0,0,0,1
"1496",1496,"NA","NA",0,0,0,0,0,1
"1497",1497,"2","1to5",1,0,0,0,0,0
"1498",1498,"3","1to5",1,0,0,0,0,0
"1499",1499,"8","5to10",0,1,0,0,0,0
"1500",1500,"2","1to5",1,0,0,0,0,0
"1501",1501,"7","5to10",0,1,0,0,0,0
"1502",1502,"4","1to5",1,0,0,0,0,0
"1503",1503,"2","1to5",1,0,0,0,0,0
"1504",1504,"NA","NA",0,0,0,0,0,1
"1505",1505,"2","1to5",1,0,0,0,0,0
"1506",1506,"NA","NA",0,0,0,0,0,1
"1507",1507,"1","1to5",1,0,0,0,0,0
"1508",1508,"NA","NA",0,0,0,0,0,1
"1509",1509,"7","5to10",0,1,0,0,0,0
"1510",1510,"NA","NA",0,0,0,0,0,1
"1511",1511,"1","1to5",1,0,0,0,0,0
"1512",1512,"1","1to5",1,0,0,0,0,0
"1513",1513,"2","1to5",1,0,0,0,0,0
"1514",1514,"1","1to5",1,0,0,0,0,0
"1515",1515,"NA","NA",0,0,0,0,0,1
"1516",1516,"1","1to5",1,0,0,0,0,0
"1517",1517,"NA","NA",0,0,0,0,0,1
"1518",1518,"NA","NA",0,0,0,0,0,1
"1519",1519,"NA","NA",0,0,0,0,0,1
"1520",1520,"NA","NA",0,0,0,0,0,1
"1521",1521,"1","1to5",1,0,0,0,0,0
"1522",1522,"2","1to5",1,0,0,0,0,0
"1523",1523,"NA","NA",0,0,0,0,0,1
"1524",1524,"NA","NA",0,0,0,0,0,1
"1525",1525,"6","5to10",0,1,0,0,0,0
"1526",1526,"2","1to5",1,0,0,0,0,0
"1527",1527,"NA","NA",0,0,0,0,0,1
"1528",1528,"2","1to5",1,0,0,0,0,0
"1529",1529,"NA","NA",0,0,0,0,0,1
"1530",1530,"NA","NA",0,0,0,0,0,1
"1531",1531,"NA","NA",0,0,0,0,0,1
"1532",1532,"NA","NA",0,0,0,0,0,1
"1533",1533,"NA","NA",0,0,0,0,0,1
"1534",1534,"NA","NA",0,0,0,0,0,1
"1535",1535,"NA","NA",0,0,0,0,0,1
"1536",1536,"NA","NA",0,0,0,0,0,1
"1537",1537,"1","1to5",1,0,0,0,0,0
"1538",1538,"NA","NA",0,0,0,0,0,1
"1539",1539,"NA","NA",0,0,0,0,0,1
"1540",1540,"3","1to5",1,0,0,0,0,0
"1541",1541,"NA","NA",0,0,0,0,0,1
"1542",1542,"2","1to5",1,0,0,0,0,0
"1543",1543,"1","1to5",1,0,0,0,0,0
"1544",1544,"1","1to5",1,0,0,0,0,0
"1545",1545,"2","1to5",1,0,0,0,0,0
"1546",1546,"8","5to10",0,1,0,0,0,0
"1547",1547,"NA","NA",0,0,0,0,0,1
"1548",1548,"6","5to10",0,1,0,0,0,0
"1549",1549,"NA","NA",0,0,0,0,0,1
"1550",1550,"NA","NA",0,0,0,0,0,1
"1551",1551,"NA","NA",0,0,0,0,0,1
"1552",1552,"NA","NA",0,0,0,0,0,1
"1553",1553,"2","1to5",1,0,0,0,0,0
"1554",1554,"5","1to5",1,0,0,0,0,0
"1555",1555,"13","10to15",0,0,1,0,0,0
"1556",1556,"NA","NA",0,0,0,0,0,1
"1557",1557,"1","1to5",1,0,0,0,0,0
"1558",1558,"5","1to5",1,0,0,0,0,0
"1559",1559,"5","1to5",1,0,0,0,0,0
"1560",1560,"2","1to5",1,0,0,0,0,0
"1561",1561,"2","1to5",1,0,0,0,0,0
"1562",1562,"7","5to10",0,1,0,0,0,0
"1563",1563,"1","1to5",1,0,0,0,0,0
"1564",1564,"1","1to5",1,0,0,0,0,0
"1565",1565,"NA","NA",0,0,0,0,0,1
"1566",1566,"NA","NA",0,0,0,0,0,1
"1567",1567,"NA","NA",0,0,0,0,0,1
"1568",1568,"2","1to5",1,0,0,0,0,0
"1569",1569,"NA","NA",0,0,0,0,0,1
"1570",1570,"1","1to5",1,0,0,0,0,0
"1571",1571,"3","1to5",1,0,0,0,0,0
"1572",1572,"3","1to5",1,0,0,0,0,0
"1573",1573,"1","1to5",1,0,0,0,0,0
"1574",1574,"5","1to5",1,0,0,0,0,0
"1575",1575,"5","1to5",1,0,0,0,0,0
"1576",1576,"NA","NA",0,0,0,0,0,1
"1577",1577,"1","1to5",1,0,0,0,0,0
"1578",1578,"NA","NA",0,0,0,0,0,1
"1579",1579,"NA","NA",0,0,0,0,0,1
"1580",1580,"NA","NA",0,0,0,0,0,1
"1581",1581,"NA","NA",0,0,0,0,0,1
"1582",1582,"NA","NA",0,0,0,0,0,1
"1583",1583,"1","1to5",1,0,0,0,0,0
"1584",1584,"9","5to10",0,1,0,0,0,0
"1585",1585,"1","1to5",1,0,0,0,0,0
"1586",1586,"NA","NA",0,0,0,0,0,1
"1587",1587,"3","1to5",1,0,0,0,0,0
"1588",1588,"NA","NA",0,0,0,0,0,1
"1589",1589,"1","1to5",1,0,0,0,0,0
"1590",1590,"NA","NA",0,0,0,0,0,1
"1591",1591,"11","10to15",0,0,1,0,0,0
"1592",1592,"1","1to5",1,0,0,0,0,0
"1593",1593,"NA","NA",0,0,0,0,0,1
"1594",1594,"2","1to5",1,0,0,0,0,0
"1595",1595,"NA","NA",0,0,0,0,0,1
"1596",1596,"2","1to5",1,0,0,0,0,0
"1597",1597,"NA","NA",0,0,0,0,0,1
"1598",1598,"1","1to5",1,0,0,0,0,0
"1599",1599,"1","1to5",1,0,0,0,0,0
"1600",1600,"NA","NA",0,0,0,0,0,1
"1601",1601,"2","1to5",1,0,0,0,0,0
"1602",1602,"5","1to5",1,0,0,0,0,0
"1603",1603,"NA","NA",0,0,0,0,0,1
"1604",1604,"NA","NA",0,0,0,0,0,1
"1605",1605,"1","1to5",1,0,0,0,0,0
"1606",1606,"1","1to5",1,0,0,0,0,0
"1607",1607,"1","1to5",1,0,0,0,0,0
"1608",1608,"1","1to5",1,0,0,0,0,0
"1609",1609,"9","5to10",0,1,0,0,0,0
"1610",1610,"3","1to5",1,0,0,0,0,0
"1611",1611,"NA","NA",0,0,0,0,0,1
"1612",1612,"2","1to5",1,0,0,0,0,0
"1613",1613,"4","1to5",1,0,0,0,0,0
"1614",1614,"1","1to5",1,0,0,0,0,0
"1615",1615,"NA","NA",0,0,0,0,0,1
"1616",1616,"NA","NA",0,0,0,0,0,1
"1617",1617,"4","1to5",1,0,0,0,0,0
"1618",1618,"1","1to5",1,0,0,0,0,0
"1619",1619,"3","1to5",1,0,0,0,0,0
"1620",1620,"1","1to5",1,0,0,0,0,0
"1621",1621,"1","1to5",1,0,0,0,0,0
"1622",1622,"NA","NA",0,0,0,0,0,1
"1623",1623,"3","1to5",1,0,0,0,0,0
"1624",1624,"12","10to15",0,0,1,0,0,0
"1625",1625,"1","1to5",1,0,0,0,0,0
"1626",1626,"NA","NA",0,0,0,0,0,1
"1627",1627,"4","1to5",1,0,0,0,0,0
"1628",1628,"10","5to10",0,1,0,0,0,0
"1629",1629,"11","10to15",0,0,1,0,0,0
"1630",1630,"1","1to5",1,0,0,0,0,0
"1631",1631,"NA","NA",0,0,0,0,0,1
"1632",1632,"NA","NA",0,0,0,0,0,1
"1633",1633,"14","10to15",0,0,1,0,0,0
"1634",1634,"5","1to5",1,0,0,0,0,0
"1635",1635,"2","1to5",1,0,0,0,0,0
"1636",1636,"1","1to5",1,0,0,0,0,0
"1637",1637,"2","1to5",1,0,0,0,0,0
"1638",1638,"NA","NA",0,0,0,0,0,1
"1639",1639,"1","1to5",1,0,0,0,0,0
"1640",1640,"1","1to5",1,0,0,0,0,0
"1641",1641,"3","1to5",1,0,0,0,0,0
"1642",1642,"1","1to5",1,0,0,0,0,0
"1643",1643,"11","10to15",0,0,1,0,0,0
"1644",1644,"2","1to5",1,0,0,0,0,0
"1645",1645,"3","1to5",1,0,0,0,0,0
"1646",1646,"1","1to5",1,0,0,0,0,0
"1647",1647,"3","1to5",1,0,0,0,0,0
"1648",1648,"NA","NA",0,0,0,0,0,1
"1649",1649,"3","1to5",1,0,0,0,0,0
"1650",1650,"4","1to5",1,0,0,0,0,0
"1651",1651,"4","1to5",1,0,0,0,0,0
"1652",1652,"1","1to5",1,0,0,0,0,0
"1653",1653,"NA","NA",0,0,0,0,0,1
"1654",1654,"NA","NA",0,0,0,0,0,1
"1655",1655,"NA","NA",0,0,0,0,0,1
"1656",1656,"8","5to10",0,1,0,0,0,0
"1657",1657,"NA","NA",0,0,0,0,0,1
"1658",1658,"14","10to15",0,0,1,0,0,0
"1659",1659,"2","1to5",1,0,0,0,0,0
"1660",1660,"NA","NA",0,0,0,0,0,1
"1661",1661,"NA","NA",0,0,0,0,0,1
"1662",1662,"8","5to10",0,1,0,0,0,0
"1663",1663,"NA","NA",0,0,0,0,0,1
"1664",1664,"1","1to5",1,0,0,0,0,0
"1665",1665,"2","1to5",1,0,0,0,0,0
"1666",1666,"2","1to5",1,0,0,0,0,0
"1667",1667,"NA","NA",0,0,0,0,0,1
"1668",1668,"NA","NA",0,0,0,0,0,1
"1669",1669,"NA","NA",0,0,0,0,0,1
"1670",1670,"3","1to5",1,0,0,0,0,0
"1671",1671,"NA","NA",0,0,0,0,0,1
"1672",1672,"1","1to5",1,0,0,0,0,0
"1673",1673,"8","5to10",0,1,0,0,0,0
"1674",1674,"1","1to5",1,0,0,0,0,0
"1675",1675,"2","1to5",1,0,0,0,0,0
"1676",1676,"NA","NA",0,0,0,0,0,1
