"","id","Lead_Investors","Lead_Investors_1","Lead_Investors_2","Lead_Investors_3","Lead_Investors_4","Lead_Investors_5","Lead_Investors_6","Lead_Investors_7","Lead_Investors_8","Lead_Investors_9","Lead_Investors_NA"
"330",330,"2",0,1,0,0,0,0,0,0,0,0
"331",331,"4",0,0,0,1,0,0,0,0,0,0
"332",332,"1",1,0,0,0,0,0,0,0,0,0
"333",333,"3",0,0,1,0,0,0,0,0,0,0
"334",334,"NA",0,0,0,0,0,0,0,0,0,1
"335",335,"3",0,0,1,0,0,0,0,0,0,0
"336",336,"2",0,1,0,0,0,0,0,0,0,0
"337",337,"NA",0,0,0,0,0,0,0,0,0,1
"338",338,"2",0,1,0,0,0,0,0,0,0,0
"339",339,"3",0,0,1,0,0,0,0,0,0,0
"340",340,"1",1,0,0,0,0,0,0,0,0,0
"341",341,"2",0,1,0,0,0,0,0,0,0,0
"342",342,"NA",0,0,0,0,0,0,0,0,0,1
"343",343,"1",1,0,0,0,0,0,0,0,0,0
"344",344,"3",0,0,1,0,0,0,0,0,0,0
"345",345,"3",0,0,1,0,0,0,0,0,0,0
"346",346,"6",0,0,0,0,0,1,0,0,0,0
"347",347,"1",1,0,0,0,0,0,0,0,0,0
"348",348,"2",0,1,0,0,0,0,0,0,0,0
"349",349,"1",1,0,0,0,0,0,0,0,0,0
"350",350,"1",1,0,0,0,0,0,0,0,0,0
"351",351,"1",1,0,0,0,0,0,0,0,0,0
"352",352,"1",1,0,0,0,0,0,0,0,0,0
"353",353,"1",1,0,0,0,0,0,0,0,0,0
"354",354,"NA",0,0,0,0,0,0,0,0,0,1
"355",355,"2",0,1,0,0,0,0,0,0,0,0
"356",356,"NA",0,0,0,0,0,0,0,0,0,1
"357",357,"NA",0,0,0,0,0,0,0,0,0,1
"358",358,"NA",0,0,0,0,0,0,0,0,0,1
"359",359,"2",0,1,0,0,0,0,0,0,0,0
"360",360,"1",1,0,0,0,0,0,0,0,0,0
"361",361,"1",1,0,0,0,0,0,0,0,0,0
"362",362,"NA",0,0,0,0,0,0,0,0,0,1
"363",363,"3",0,0,1,0,0,0,0,0,0,0
"364",364,"1",1,0,0,0,0,0,0,0,0,0
"365",365,"2",0,1,0,0,0,0,0,0,0,0
"366",366,"4",0,0,0,1,0,0,0,0,0,0
"367",367,"2",0,1,0,0,0,0,0,0,0,0
"368",368,"2",0,1,0,0,0,0,0,0,0,0
"369",369,"2",0,1,0,0,0,0,0,0,0,0
"370",370,"2",0,1,0,0,0,0,0,0,0,0
"371",371,"NA",0,0,0,0,0,0,0,0,0,1
"372",372,"2",0,1,0,0,0,0,0,0,0,0
"373",373,"NA",0,0,0,0,0,0,0,0,0,1
"374",374,"2",0,1,0,0,0,0,0,0,0,0
"375",375,"1",1,0,0,0,0,0,0,0,0,0
"376",376,"NA",0,0,0,0,0,0,0,0,0,1
"377",377,"2",0,1,0,0,0,0,0,0,0,0
"378",378,"1",1,0,0,0,0,0,0,0,0,0
"379",379,"NA",0,0,0,0,0,0,0,0,0,1
"380",380,"2",0,1,0,0,0,0,0,0,0,0
"381",381,"2",0,1,0,0,0,0,0,0,0,0
"382",382,"1",1,0,0,0,0,0,0,0,0,0
"383",383,"NA",0,0,0,0,0,0,0,0,0,1
"384",384,"1",1,0,0,0,0,0,0,0,0,0
"385",385,"3",0,0,1,0,0,0,0,0,0,0
"386",386,"NA",0,0,0,0,0,0,0,0,0,1
"387",387,"3",0,0,1,0,0,0,0,0,0,0
"388",388,"2",0,1,0,0,0,0,0,0,0,0
"389",389,"1",1,0,0,0,0,0,0,0,0,0
"390",390,"1",1,0,0,0,0,0,0,0,0,0
"391",391,"1",1,0,0,0,0,0,0,0,0,0
"392",392,"1",1,0,0,0,0,0,0,0,0,0
"393",393,"1",1,0,0,0,0,0,0,0,0,0
"394",394,"NA",0,0,0,0,0,0,0,0,0,1
"395",395,"4",0,0,0,1,0,0,0,0,0,0
"396",396,"1",1,0,0,0,0,0,0,0,0,0
"397",397,"1",1,0,0,0,0,0,0,0,0,0
"398",398,"2",0,1,0,0,0,0,0,0,0,0
"399",399,"1",1,0,0,0,0,0,0,0,0,0
"400",400,"1",1,0,0,0,0,0,0,0,0,0
"401",401,"2",0,1,0,0,0,0,0,0,0,0
"402",402,"4",0,0,0,1,0,0,0,0,0,0
"403",403,"1",1,0,0,0,0,0,0,0,0,0
"404",404,"1",1,0,0,0,0,0,0,0,0,0
"405",405,"1",1,0,0,0,0,0,0,0,0,0
"406",406,"NA",0,0,0,0,0,0,0,0,0,1
"407",407,"1",1,0,0,0,0,0,0,0,0,0
"408",408,"2",0,1,0,0,0,0,0,0,0,0
"409",409,"2",0,1,0,0,0,0,0,0,0,0
"410",410,"3",0,0,1,0,0,0,0,0,0,0
"411",411,"2",0,1,0,0,0,0,0,0,0,0
"412",412,"2",0,1,0,0,0,0,0,0,0,0
"413",413,"3",0,0,1,0,0,0,0,0,0,0
"414",414,"2",0,1,0,0,0,0,0,0,0,0
"415",415,"NA",0,0,0,0,0,0,0,0,0,1
"416",416,"3",0,0,1,0,0,0,0,0,0,0
"417",417,"NA",0,0,0,0,0,0,0,0,0,1
"418",418,"1",1,0,0,0,0,0,0,0,0,0
"419",419,"1",1,0,0,0,0,0,0,0,0,0
"420",420,"1",1,0,0,0,0,0,0,0,0,0
"421",421,"1",1,0,0,0,0,0,0,0,0,0
"422",422,"2",0,1,0,0,0,0,0,0,0,0
"423",423,"NA",0,0,0,0,0,0,0,0,0,1
"424",424,"1",1,0,0,0,0,0,0,0,0,0
"425",425,"2",0,1,0,0,0,0,0,0,0,0
"426",426,"NA",0,0,0,0,0,0,0,0,0,1
"427",427,"5",0,0,0,0,1,0,0,0,0,0
"428",428,"5",0,0,0,0,1,0,0,0,0,0
"429",429,"2",0,1,0,0,0,0,0,0,0,0
"430",430,"3",0,0,1,0,0,0,0,0,0,0
"431",431,"2",0,1,0,0,0,0,0,0,0,0
"432",432,"1",1,0,0,0,0,0,0,0,0,0
"433",433,"NA",0,0,0,0,0,0,0,0,0,1
"434",434,"1",1,0,0,0,0,0,0,0,0,0
"435",435,"3",0,0,1,0,0,0,0,0,0,0
"436",436,"4",0,0,0,1,0,0,0,0,0,0
"437",437,"2",0,1,0,0,0,0,0,0,0,0
"438",438,"1",1,0,0,0,0,0,0,0,0,0
"439",439,"1",1,0,0,0,0,0,0,0,0,0
"440",440,"2",0,1,0,0,0,0,0,0,0,0
"441",441,"2",0,1,0,0,0,0,0,0,0,0
"442",442,"1",1,0,0,0,0,0,0,0,0,0
"443",443,"1",1,0,0,0,0,0,0,0,0,0
"444",444,"2",0,1,0,0,0,0,0,0,0,0
"445",445,"1",1,0,0,0,0,0,0,0,0,0
"446",446,"3",0,0,1,0,0,0,0,0,0,0
"447",447,"2",0,1,0,0,0,0,0,0,0,0
"448",448,"3",0,0,1,0,0,0,0,0,0,0
"449",449,"3",0,0,1,0,0,0,0,0,0,0
"450",450,"1",1,0,0,0,0,0,0,0,0,0
"451",451,"1",1,0,0,0,0,0,0,0,0,0
"452",452,"1",1,0,0,0,0,0,0,0,0,0
"453",453,"4",0,0,0,1,0,0,0,0,0,0
"454",454,"4",0,0,0,1,0,0,0,0,0,0
"455",455,"1",1,0,0,0,0,0,0,0,0,0
"456",456,"1",1,0,0,0,0,0,0,0,0,0
"457",457,"2",0,1,0,0,0,0,0,0,0,0
"458",458,"NA",0,0,0,0,0,0,0,0,0,1
"459",459,"2",0,1,0,0,0,0,0,0,0,0
"460",460,"2",0,1,0,0,0,0,0,0,0,0
"461",461,"NA",0,0,0,0,0,0,0,0,0,1
"462",462,"2",0,1,0,0,0,0,0,0,0,0
"463",463,"2",0,1,0,0,0,0,0,0,0,0
"464",464,"2",0,1,0,0,0,0,0,0,0,0
"465",465,"2",0,1,0,0,0,0,0,0,0,0
"466",466,"1",1,0,0,0,0,0,0,0,0,0
"467",467,"2",0,1,0,0,0,0,0,0,0,0
"468",468,"3",0,0,1,0,0,0,0,0,0,0
"469",469,"NA",0,0,0,0,0,0,0,0,0,1
"470",470,"1",1,0,0,0,0,0,0,0,0,0
"471",471,"2",0,1,0,0,0,0,0,0,0,0
"472",472,"2",0,1,0,0,0,0,0,0,0,0
"473",473,"1",1,0,0,0,0,0,0,0,0,0
"474",474,"NA",0,0,0,0,0,0,0,0,0,1
"475",475,"1",1,0,0,0,0,0,0,0,0,0
"476",476,"2",0,1,0,0,0,0,0,0,0,0
"477",477,"2",0,1,0,0,0,0,0,0,0,0
"478",478,"NA",0,0,0,0,0,0,0,0,0,1
"479",479,"1",1,0,0,0,0,0,0,0,0,0
"480",480,"2",0,1,0,0,0,0,0,0,0,0
"481",481,"1",1,0,0,0,0,0,0,0,0,0
"482",482,"1",1,0,0,0,0,0,0,0,0,0
"483",483,"NA",0,0,0,0,0,0,0,0,0,1
"484",484,"2",0,1,0,0,0,0,0,0,0,0
"485",485,"1",1,0,0,0,0,0,0,0,0,0
"486",486,"3",0,0,1,0,0,0,0,0,0,0
"487",487,"1",1,0,0,0,0,0,0,0,0,0
"488",488,"2",0,1,0,0,0,0,0,0,0,0
"489",489,"2",0,1,0,0,0,0,0,0,0,0
"490",490,"NA",0,0,0,0,0,0,0,0,0,1
"491",491,"2",0,1,0,0,0,0,0,0,0,0
"492",492,"1",1,0,0,0,0,0,0,0,0,0
"493",493,"1",1,0,0,0,0,0,0,0,0,0
"494",494,"2",0,1,0,0,0,0,0,0,0,0
"495",495,"2",0,1,0,0,0,0,0,0,0,0
"496",496,"1",1,0,0,0,0,0,0,0,0,0
"497",497,"2",0,1,0,0,0,0,0,0,0,0
"498",498,"1",1,0,0,0,0,0,0,0,0,0
"499",499,"1",1,0,0,0,0,0,0,0,0,0
"500",500,"1",1,0,0,0,0,0,0,0,0,0
"501",501,"2",0,1,0,0,0,0,0,0,0,0
"502",502,"2",0,1,0,0,0,0,0,0,0,0
"503",503,"2",0,1,0,0,0,0,0,0,0,0
"504",504,"1",1,0,0,0,0,0,0,0,0,0
"505",505,"NA",0,0,0,0,0,0,0,0,0,1
"506",506,"NA",0,0,0,0,0,0,0,0,0,1
"507",507,"NA",0,0,0,0,0,0,0,0,0,1
"508",508,"1",1,0,0,0,0,0,0,0,0,0
"509",509,"NA",0,0,0,0,0,0,0,0,0,1
"510",510,"2",0,1,0,0,0,0,0,0,0,0
"511",511,"2",0,1,0,0,0,0,0,0,0,0
"512",512,"2",0,1,0,0,0,0,0,0,0,0
"513",513,"2",0,1,0,0,0,0,0,0,0,0
"514",514,"1",1,0,0,0,0,0,0,0,0,0
"515",515,"2",0,1,0,0,0,0,0,0,0,0
"516",516,"1",1,0,0,0,0,0,0,0,0,0
"517",517,"NA",0,0,0,0,0,0,0,0,0,1
"518",518,"1",1,0,0,0,0,0,0,0,0,0
"519",519,"NA",0,0,0,0,0,0,0,0,0,1
"520",520,"2",0,1,0,0,0,0,0,0,0,0
"521",521,"1",1,0,0,0,0,0,0,0,0,0
"522",522,"NA",0,0,0,0,0,0,0,0,0,1
"523",523,"1",1,0,0,0,0,0,0,0,0,0
"524",524,"NA",0,0,0,0,0,0,0,0,0,1
"525",525,"NA",0,0,0,0,0,0,0,0,0,1
"526",526,"1",1,0,0,0,0,0,0,0,0,0
"527",527,"1",1,0,0,0,0,0,0,0,0,0
"528",528,"2",0,1,0,0,0,0,0,0,0,0
"529",529,"1",1,0,0,0,0,0,0,0,0,0
"530",530,"2",0,1,0,0,0,0,0,0,0,0
"531",531,"2",0,1,0,0,0,0,0,0,0,0
"532",532,"2",0,1,0,0,0,0,0,0,0,0
"533",533,"3",0,0,1,0,0,0,0,0,0,0
"534",534,"1",1,0,0,0,0,0,0,0,0,0
"535",535,"2",0,1,0,0,0,0,0,0,0,0
"536",536,"1",1,0,0,0,0,0,0,0,0,0
"537",537,"NA",0,0,0,0,0,0,0,0,0,1
"538",538,"1",1,0,0,0,0,0,0,0,0,0
"539",539,"1",1,0,0,0,0,0,0,0,0,0
"540",540,"1",1,0,0,0,0,0,0,0,0,0
"541",541,"NA",0,0,0,0,0,0,0,0,0,1
"542",542,"1",1,0,0,0,0,0,0,0,0,0
"543",543,"1",1,0,0,0,0,0,0,0,0,0
"544",544,"NA",0,0,0,0,0,0,0,0,0,1
"545",545,"NA",0,0,0,0,0,0,0,0,0,1
"546",546,"2",0,1,0,0,0,0,0,0,0,0
"547",547,"1",1,0,0,0,0,0,0,0,0,0
"548",548,"4",0,0,0,1,0,0,0,0,0,0
"549",549,"1",1,0,0,0,0,0,0,0,0,0
"550",550,"6",0,0,0,0,0,1,0,0,0,0
"551",551,"3",0,0,1,0,0,0,0,0,0,0
"552",552,"1",1,0,0,0,0,0,0,0,0,0
"553",553,"NA",0,0,0,0,0,0,0,0,0,1
"554",554,"1",1,0,0,0,0,0,0,0,0,0
"555",555,"1",1,0,0,0,0,0,0,0,0,0
"556",556,"2",0,1,0,0,0,0,0,0,0,0
"557",557,"NA",0,0,0,0,0,0,0,0,0,1
"558",558,"2",0,1,0,0,0,0,0,0,0,0
"559",559,"1",1,0,0,0,0,0,0,0,0,0
"560",560,"1",1,0,0,0,0,0,0,0,0,0
"561",561,"3",0,0,1,0,0,0,0,0,0,0
"562",562,"2",0,1,0,0,0,0,0,0,0,0
"563",563,"3",0,0,1,0,0,0,0,0,0,0
"564",564,"1",1,0,0,0,0,0,0,0,0,0
"565",565,"1",1,0,0,0,0,0,0,0,0,0
"566",566,"NA",0,0,0,0,0,0,0,0,0,1
"567",567,"2",0,1,0,0,0,0,0,0,0,0
"568",568,"NA",0,0,0,0,0,0,0,0,0,1
"569",569,"NA",0,0,0,0,0,0,0,0,0,1
"570",570,"2",0,1,0,0,0,0,0,0,0,0
"571",571,"2",0,1,0,0,0,0,0,0,0,0
"572",572,"NA",0,0,0,0,0,0,0,0,0,1
"573",573,"2",0,1,0,0,0,0,0,0,0,0
"574",574,"1",1,0,0,0,0,0,0,0,0,0
"575",575,"1",1,0,0,0,0,0,0,0,0,0
"576",576,"NA",0,0,0,0,0,0,0,0,0,1
"577",577,"1",1,0,0,0,0,0,0,0,0,0
"578",578,"1",1,0,0,0,0,0,0,0,0,0
"579",579,"NA",0,0,0,0,0,0,0,0,0,1
"580",580,"1",1,0,0,0,0,0,0,0,0,0
"581",581,"1",1,0,0,0,0,0,0,0,0,0
"582",582,"2",0,1,0,0,0,0,0,0,0,0
"583",583,"3",0,0,1,0,0,0,0,0,0,0
"584",584,"2",0,1,0,0,0,0,0,0,0,0
"585",585,"3",0,0,1,0,0,0,0,0,0,0
"586",586,"2",0,1,0,0,0,0,0,0,0,0
"587",587,"1",1,0,0,0,0,0,0,0,0,0
"588",588,"4",0,0,0,1,0,0,0,0,0,0
"589",589,"NA",0,0,0,0,0,0,0,0,0,1
"590",590,"NA",0,0,0,0,0,0,0,0,0,1
"591",591,"1",1,0,0,0,0,0,0,0,0,0
"592",592,"1",1,0,0,0,0,0,0,0,0,0
"593",593,"NA",0,0,0,0,0,0,0,0,0,1
"594",594,"NA",0,0,0,0,0,0,0,0,0,1
"595",595,"2",0,1,0,0,0,0,0,0,0,0
"596",596,"1",1,0,0,0,0,0,0,0,0,0
"597",597,"NA",0,0,0,0,0,0,0,0,0,1
"598",598,"2",0,1,0,0,0,0,0,0,0,0
"599",599,"1",1,0,0,0,0,0,0,0,0,0
"600",600,"1",1,0,0,0,0,0,0,0,0,0
"601",601,"1",1,0,0,0,0,0,0,0,0,0
"602",602,"3",0,0,1,0,0,0,0,0,0,0
"603",603,"1",1,0,0,0,0,0,0,0,0,0
"604",604,"2",0,1,0,0,0,0,0,0,0,0
"605",605,"1",1,0,0,0,0,0,0,0,0,0
"606",606,"1",1,0,0,0,0,0,0,0,0,0
"607",607,"NA",0,0,0,0,0,0,0,0,0,1
"608",608,"1",1,0,0,0,0,0,0,0,0,0
"609",609,"1",1,0,0,0,0,0,0,0,0,0
"610",610,"2",0,1,0,0,0,0,0,0,0,0
"611",611,"NA",0,0,0,0,0,0,0,0,0,1
"612",612,"NA",0,0,0,0,0,0,0,0,0,1
"613",613,"2",0,1,0,0,0,0,0,0,0,0
"614",614,"2",0,1,0,0,0,0,0,0,0,0
"615",615,"1",1,0,0,0,0,0,0,0,0,0
"616",616,"2",0,1,0,0,0,0,0,0,0,0
"617",617,"1",1,0,0,0,0,0,0,0,0,0
"618",618,"NA",0,0,0,0,0,0,0,0,0,1
"619",619,"NA",0,0,0,0,0,0,0,0,0,1
"620",620,"NA",0,0,0,0,0,0,0,0,0,1
"621",621,"1",1,0,0,0,0,0,0,0,0,0
"622",622,"1",1,0,0,0,0,0,0,0,0,0
"623",623,"2",0,1,0,0,0,0,0,0,0,0
"624",624,"2",0,1,0,0,0,0,0,0,0,0
"625",625,"1",1,0,0,0,0,0,0,0,0,0
"626",626,"1",1,0,0,0,0,0,0,0,0,0
"627",627,"NA",0,0,0,0,0,0,0,0,0,1
"628",628,"2",0,1,0,0,0,0,0,0,0,0
"629",629,"NA",0,0,0,0,0,0,0,0,0,1
"630",630,"1",1,0,0,0,0,0,0,0,0,0
"631",631,"1",1,0,0,0,0,0,0,0,0,0
"632",632,"2",0,1,0,0,0,0,0,0,0,0
"633",633,"1",1,0,0,0,0,0,0,0,0,0
"634",634,"NA",0,0,0,0,0,0,0,0,0,1
"635",635,"2",0,1,0,0,0,0,0,0,0,0
"636",636,"2",0,1,0,0,0,0,0,0,0,0
"637",637,"NA",0,0,0,0,0,0,0,0,0,1
"638",638,"2",0,1,0,0,0,0,0,0,0,0
"639",639,"NA",0,0,0,0,0,0,0,0,0,1
"640",640,"1",1,0,0,0,0,0,0,0,0,0
"641",641,"2",0,1,0,0,0,0,0,0,0,0
"642",642,"2",0,1,0,0,0,0,0,0,0,0
"643",643,"1",1,0,0,0,0,0,0,0,0,0
"644",644,"4",0,0,0,1,0,0,0,0,0,0
"645",645,"1",1,0,0,0,0,0,0,0,0,0
"646",646,"2",0,1,0,0,0,0,0,0,0,0
"647",647,"3",0,0,1,0,0,0,0,0,0,0
"648",648,"2",0,1,0,0,0,0,0,0,0,0
"649",649,"3",0,0,1,0,0,0,0,0,0,0
"650",650,"2",0,1,0,0,0,0,0,0,0,0
"651",651,"NA",0,0,0,0,0,0,0,0,0,1
"652",652,"1",1,0,0,0,0,0,0,0,0,0
"653",653,"NA",0,0,0,0,0,0,0,0,0,1
"654",654,"1",1,0,0,0,0,0,0,0,0,0
"655",655,"1",1,0,0,0,0,0,0,0,0,0
"656",656,"1",1,0,0,0,0,0,0,0,0,0
"657",657,"1",1,0,0,0,0,0,0,0,0,0
"658",658,"2",0,1,0,0,0,0,0,0,0,0
"659",659,"2",0,1,0,0,0,0,0,0,0,0
"660",660,"1",1,0,0,0,0,0,0,0,0,0
"661",661,"1",1,0,0,0,0,0,0,0,0,0
"662",662,"1",1,0,0,0,0,0,0,0,0,0
"663",663,"1",1,0,0,0,0,0,0,0,0,0
"664",664,"1",1,0,0,0,0,0,0,0,0,0
"665",665,"2",0,1,0,0,0,0,0,0,0,0
"666",666,"NA",0,0,0,0,0,0,0,0,0,1
"667",667,"3",0,0,1,0,0,0,0,0,0,0
"668",668,"NA",0,0,0,0,0,0,0,0,0,1
"669",669,"2",0,1,0,0,0,0,0,0,0,0
"670",670,"1",1,0,0,0,0,0,0,0,0,0
"671",671,"NA",0,0,0,0,0,0,0,0,0,1
"672",672,"2",0,1,0,0,0,0,0,0,0,0
"673",673,"1",1,0,0,0,0,0,0,0,0,0
"674",674,"NA",0,0,0,0,0,0,0,0,0,1
"675",675,"4",0,0,0,1,0,0,0,0,0,0
"676",676,"NA",0,0,0,0,0,0,0,0,0,1
"677",677,"2",0,1,0,0,0,0,0,0,0,0
"678",678,"NA",0,0,0,0,0,0,0,0,0,1
"679",679,"NA",0,0,0,0,0,0,0,0,0,1
"680",680,"NA",0,0,0,0,0,0,0,0,0,1
"681",681,"2",0,1,0,0,0,0,0,0,0,0
"682",682,"NA",0,0,0,0,0,0,0,0,0,1
"683",683,"1",1,0,0,0,0,0,0,0,0,0
"684",684,"NA",0,0,0,0,0,0,0,0,0,1
"685",685,"NA",0,0,0,0,0,0,0,0,0,1
"686",686,"1",1,0,0,0,0,0,0,0,0,0
"687",687,"2",0,1,0,0,0,0,0,0,0,0
"688",688,"1",1,0,0,0,0,0,0,0,0,0
"689",689,"NA",0,0,0,0,0,0,0,0,0,1
"690",690,"NA",0,0,0,0,0,0,0,0,0,1
"691",691,"1",1,0,0,0,0,0,0,0,0,0
"692",692,"1",1,0,0,0,0,0,0,0,0,0
"693",693,"NA",0,0,0,0,0,0,0,0,0,1
"694",694,"NA",0,0,0,0,0,0,0,0,0,1
"695",695,"NA",0,0,0,0,0,0,0,0,0,1
"696",696,"1",1,0,0,0,0,0,0,0,0,0
"697",697,"2",0,1,0,0,0,0,0,0,0,0
"698",698,"1",1,0,0,0,0,0,0,0,0,0
"699",699,"1",1,0,0,0,0,0,0,0,0,0
"700",700,"1",1,0,0,0,0,0,0,0,0,0
"701",701,"1",1,0,0,0,0,0,0,0,0,0
"702",702,"1",1,0,0,0,0,0,0,0,0,0
"703",703,"1",1,0,0,0,0,0,0,0,0,0
"704",704,"1",1,0,0,0,0,0,0,0,0,0
"705",705,"1",1,0,0,0,0,0,0,0,0,0
"706",706,"1",1,0,0,0,0,0,0,0,0,0
"707",707,"3",0,0,1,0,0,0,0,0,0,0
"708",708,"NA",0,0,0,0,0,0,0,0,0,1
"709",709,"1",1,0,0,0,0,0,0,0,0,0
"710",710,"2",0,1,0,0,0,0,0,0,0,0
"711",711,"1",1,0,0,0,0,0,0,0,0,0
"712",712,"2",0,1,0,0,0,0,0,0,0,0
"713",713,"1",1,0,0,0,0,0,0,0,0,0
"714",714,"1",1,0,0,0,0,0,0,0,0,0
"715",715,"1",1,0,0,0,0,0,0,0,0,0
"716",716,"1",1,0,0,0,0,0,0,0,0,0
"717",717,"2",0,1,0,0,0,0,0,0,0,0
"718",718,"2",0,1,0,0,0,0,0,0,0,0
"719",719,"1",1,0,0,0,0,0,0,0,0,0
"720",720,"NA",0,0,0,0,0,0,0,0,0,1
"721",721,"4",0,0,0,1,0,0,0,0,0,0
"722",722,"NA",0,0,0,0,0,0,0,0,0,1
"723",723,"NA",0,0,0,0,0,0,0,0,0,1
"724",724,"1",1,0,0,0,0,0,0,0,0,0
"725",725,"NA",0,0,0,0,0,0,0,0,0,1
"726",726,"1",1,0,0,0,0,0,0,0,0,0
"727",727,"NA",0,0,0,0,0,0,0,0,0,1
"728",728,"2",0,1,0,0,0,0,0,0,0,0
"729",729,"2",0,1,0,0,0,0,0,0,0,0
"730",730,"1",1,0,0,0,0,0,0,0,0,0
"731",731,"1",1,0,0,0,0,0,0,0,0,0
"732",732,"2",0,1,0,0,0,0,0,0,0,0
"733",733,"NA",0,0,0,0,0,0,0,0,0,1
"734",734,"NA",0,0,0,0,0,0,0,0,0,1
"735",735,"NA",0,0,0,0,0,0,0,0,0,1
"736",736,"2",0,1,0,0,0,0,0,0,0,0
"737",737,"2",0,1,0,0,0,0,0,0,0,0
"738",738,"2",0,1,0,0,0,0,0,0,0,0
"739",739,"NA",0,0,0,0,0,0,0,0,0,1
"740",740,"4",0,0,0,1,0,0,0,0,0,0
"741",741,"NA",0,0,0,0,0,0,0,0,0,1
"742",742,"2",0,1,0,0,0,0,0,0,0,0
"743",743,"NA",0,0,0,0,0,0,0,0,0,1
"744",744,"NA",0,0,0,0,0,0,0,0,0,1
"745",745,"2",0,1,0,0,0,0,0,0,0,0
"746",746,"NA",0,0,0,0,0,0,0,0,0,1
"747",747,"1",1,0,0,0,0,0,0,0,0,0
"748",748,"NA",0,0,0,0,0,0,0,0,0,1
"749",749,"1",1,0,0,0,0,0,0,0,0,0
"750",750,"2",0,1,0,0,0,0,0,0,0,0
"751",751,"1",1,0,0,0,0,0,0,0,0,0
"752",752,"2",0,1,0,0,0,0,0,0,0,0
"753",753,"NA",0,0,0,0,0,0,0,0,0,1
"754",754,"4",0,0,0,1,0,0,0,0,0,0
"755",755,"3",0,0,1,0,0,0,0,0,0,0
"756",756,"NA",0,0,0,0,0,0,0,0,0,1
"757",757,"2",0,1,0,0,0,0,0,0,0,0
"758",758,"2",0,1,0,0,0,0,0,0,0,0
"759",759,"1",1,0,0,0,0,0,0,0,0,0
"760",760,"4",0,0,0,1,0,0,0,0,0,0
"761",761,"NA",0,0,0,0,0,0,0,0,0,1
"762",762,"1",1,0,0,0,0,0,0,0,0,0
"763",763,"1",1,0,0,0,0,0,0,0,0,0
"764",764,"NA",0,0,0,0,0,0,0,0,0,1
"765",765,"NA",0,0,0,0,0,0,0,0,0,1
"766",766,"NA",0,0,0,0,0,0,0,0,0,1
"767",767,"1",1,0,0,0,0,0,0,0,0,0
"768",768,"NA",0,0,0,0,0,0,0,0,0,1
"769",769,"1",1,0,0,0,0,0,0,0,0,0
"770",770,"1",1,0,0,0,0,0,0,0,0,0
"771",771,"NA",0,0,0,0,0,0,0,0,0,1
"772",772,"3",0,0,1,0,0,0,0,0,0,0
"773",773,"1",1,0,0,0,0,0,0,0,0,0
"774",774,"1",1,0,0,0,0,0,0,0,0,0
"775",775,"1",1,0,0,0,0,0,0,0,0,0
"776",776,"1",1,0,0,0,0,0,0,0,0,0
"777",777,"1",1,0,0,0,0,0,0,0,0,0
"778",778,"5",0,0,0,0,1,0,0,0,0,0
"779",779,"2",0,1,0,0,0,0,0,0,0,0
"780",780,"4",0,0,0,1,0,0,0,0,0,0
"781",781,"2",0,1,0,0,0,0,0,0,0,0
"782",782,"1",1,0,0,0,0,0,0,0,0,0
"783",783,"2",0,1,0,0,0,0,0,0,0,0
"784",784,"1",1,0,0,0,0,0,0,0,0,0
"785",785,"NA",0,0,0,0,0,0,0,0,0,1
"786",786,"2",0,1,0,0,0,0,0,0,0,0
"787",787,"1",1,0,0,0,0,0,0,0,0,0
"788",788,"2",0,1,0,0,0,0,0,0,0,0
"789",789,"3",0,0,1,0,0,0,0,0,0,0
"790",790,"1",1,0,0,0,0,0,0,0,0,0
"791",791,"NA",0,0,0,0,0,0,0,0,0,1
"792",792,"2",0,1,0,0,0,0,0,0,0,0
"793",793,"1",1,0,0,0,0,0,0,0,0,0
"794",794,"1",1,0,0,0,0,0,0,0,0,0
"795",795,"1",1,0,0,0,0,0,0,0,0,0
"796",796,"1",1,0,0,0,0,0,0,0,0,0
"797",797,"2",0,1,0,0,0,0,0,0,0,0
"798",798,"1",1,0,0,0,0,0,0,0,0,0
"799",799,"2",0,1,0,0,0,0,0,0,0,0
"800",800,"1",1,0,0,0,0,0,0,0,0,0
"801",801,"1",1,0,0,0,0,0,0,0,0,0
"802",802,"3",0,0,1,0,0,0,0,0,0,0
"803",803,"NA",0,0,0,0,0,0,0,0,0,1
"804",804,"1",1,0,0,0,0,0,0,0,0,0
"805",805,"2",0,1,0,0,0,0,0,0,0,0
"806",806,"3",0,0,1,0,0,0,0,0,0,0
"807",807,"NA",0,0,0,0,0,0,0,0,0,1
"808",808,"NA",0,0,0,0,0,0,0,0,0,1
"809",809,"3",0,0,1,0,0,0,0,0,0,0
"810",810,"NA",0,0,0,0,0,0,0,0,0,1
"811",811,"1",1,0,0,0,0,0,0,0,0,0
"812",812,"2",0,1,0,0,0,0,0,0,0,0
"813",813,"1",1,0,0,0,0,0,0,0,0,0
"814",814,"NA",0,0,0,0,0,0,0,0,0,1
"815",815,"1",1,0,0,0,0,0,0,0,0,0
"816",816,"1",1,0,0,0,0,0,0,0,0,0
"817",817,"1",1,0,0,0,0,0,0,0,0,0
"818",818,"3",0,0,1,0,0,0,0,0,0,0
"819",819,"3",0,0,1,0,0,0,0,0,0,0
"820",820,"NA",0,0,0,0,0,0,0,0,0,1
